,Indicator Full Name,Indicator,Area Name,Radius,Year,Time period,Mortality Rate
692,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2011,2011 - 13,27.6440717579672
693,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2011,2011 - 13,26.082043995822396
694,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2011,2011 - 13,24.5376385401661
695,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2011,2011 - 13,25.2541688656899
697,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2012,2012 - 14,27.602757471114398
698,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2012,2012 - 14,32.7692376957612
699,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2012,2012 - 14,25.522630315540198
700,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2012,2012 - 14,27.2414460771751
701,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2012,2012 - 14,24.675701642902002
702,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2012,2012 - 14,23.6204107697818
703,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2012,2012 - 14,26.6547615696001
705,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2013,2013 - 15,25.7418471541928
706,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2013,2013 - 15,33.930717601286304
707,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2013,2013 - 15,22.33672858612589
708,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2013,2013 - 15,26.5455244297772
709,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2013,2013 - 15,23.839480873389203
710,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2013,2013 - 15,27.0357354886023
711,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2013,2013 - 15,26.4223555361556
713,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2014,2014 - 16,25.9941781203127
714,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2014,2014 - 16,38.38263412456711
715,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2014,2014 - 16,20.617343243013
716,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2014,2014 - 16,27.1632930270259
717,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2014,2014 - 16,25.159689625876798
718,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2014,2014 - 16,25.951868484033604
719,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2014,2014 - 16,27.5123399874364
721,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2015,2015 - 17,26.434672116520602
722,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2015,2015 - 17,42.09450471059
723,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2015,2015 - 17,20.150049897788
724,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2015,2015 - 17,27.656715035629894
725,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2015,2015 - 17,25.3945767056892
726,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2015,2015 - 17,23.700621709914998
727,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2015,2015 - 17,27.1007155316082
729,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2016,2016 - 18,27.005433062494397
730,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2016,2016 - 18,43.88802815183461
731,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2016,2016 - 18,21.6122575828517
732,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2016,2016 - 18,27.7921266430516
733,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2016,2016 - 18,26.330805828105397
734,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2016,2016 - 18,20.652265935794002
735,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2016,2016 - 18,26.225034078047106
737,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2017,2017 - 19,25.218601983814203
738,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2017,2017 - 19,41.914319048660396
739,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2017,2017 - 19,23.1953879981933
740,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2017,2017 - 19,26.0100709288979
741,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2017,2017 - 19,24.6244372465379
742,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2017,2017 - 19,17.639180647842696
743,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2017,2017 - 19,26.670539043480506
745,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2006,2006 - 08,29.73969042731689
746,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Croydon CCG,Outer,2006,2006 - 08,41.23
747,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2006,2006 - 08,43.2415809754646
748,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2006,2006 - 08,28.653139026118
749,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2006,2006 - 08,28.431672642207605
750,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Kingston CCG,Outer,2006,2006 - 08,35.01
751,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Merton CCG,Outer,2006,2006 - 08,28.18
752,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2006,2006 - 08,25.4612310316064
753,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Richmond CCG,Outer,2006,2006 - 08,25.88
754,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2006,2006 - 08,26.7840430182791
755,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Sutton CCG,Outer,2006,2006 - 08,34.34
756,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Wandsworth CCG,Outer,2006,2006 - 08,38.54
757,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Guildford and Waverley CCG,Outer,2006,2006 - 08,21.6
758,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2006,2006 - 08,27.8335811075721
760,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2007,2007 - 09,29.186682479626498
761,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Croydon CCG,Outer,2007,2007 - 09,36.3
762,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2007,2007 - 09,36.587326724214286
763,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2007,2007 - 09,28.310915799716
764,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2007,2007 - 09,25.6994931365132
765,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Kingston CCG,Outer,2007,2007 - 09,31.57
766,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Merton CCG,Outer,2007,2007 - 09,28.77
767,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2007,2007 - 09,27.655142006644002
768,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Richmond CCG,Outer,2007,2007 - 09,25.92
769,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2007,2007 - 09,29.834456963006
770,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Sutton CCG,Outer,2007,2007 - 09,35.37
771,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Wandsworth CCG,Outer,2007,2007 - 09,36.36
772,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Guildford and Waverley CCG,Outer,2007,2007 - 09,22.08
773,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2007,2007 - 09,25.9250225560436
775,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2008,2008 - 10,28.164649712876702
776,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Croydon CCG,Outer,2008,2008 - 10,36.35
777,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2008,2008 - 10,39.9929980062583
778,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2008,2008 - 10,27.4820275889577
779,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2008,2008 - 10,25.543866288656698
780,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Kingston CCG,Outer,2008,2008 - 10,26.54
781,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Merton CCG,Outer,2008,2008 - 10,26.36
782,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2008,2008 - 10,28.346209217153696
783,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Richmond CCG,Outer,2008,2008 - 10,26.74
784,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2008,2008 - 10,28.132805244018996
785,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Sutton CCG,Outer,2008,2008 - 10,31.66
786,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Wandsworth CCG,Outer,2008,2008 - 10,35.0
787,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Guildford and Waverley CCG,Outer,2008,2008 - 10,19.56
788,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2008,2008 - 10,25.876173930050307
790,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2009,2009 - 11,25.7645607099208
791,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Croydon CCG,Outer,2009,2009 - 11,33.51
792,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2009,2009 - 11,37.770664975182704
793,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2009,2009 - 11,25.650230568190302
794,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2009,2009 - 11,25.211049761381396
795,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Kingston CCG,Outer,2009,2009 - 11,23.7
796,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Merton CCG,Outer,2009,2009 - 11,26.36
797,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2009,2009 - 11,28.4062549243124
798,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Richmond CCG,Outer,2009,2009 - 11,25.65
799,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2009,2009 - 11,27.8516930390822
800,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Sutton CCG,Outer,2009,2009 - 11,31.16
801,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Wandsworth CCG,Outer,2009,2009 - 11,34.12
802,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Guildford and Waverley CCG,Outer,2009,2009 - 11,16.93
803,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2009,2009 - 11,25.4815409660047
805,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2010,2010 - 12,28.118257329728603
806,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Croydon CCG,Outer,2010,2010 - 12,36.82
807,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2010,2010 - 12,37.973793323937706
808,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2010,2010 - 12,26.074988444084106
809,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2010,2010 - 12,26.650469044815306
810,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Kingston CCG,Outer,2010,2010 - 12,24.77
811,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Merton CCG,Outer,2010,2010 - 12,23.35
812,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2010,2010 - 12,26.8780391257484
813,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Richmond CCG,Outer,2010,2010 - 12,25.46
814,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2010,2010 - 12,23.629602548764
815,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Sutton CCG,Outer,2010,2010 - 12,29.79
816,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Wandsworth CCG,Outer,2010,2010 - 12,32.75
817,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Guildford and Waverley CCG,Outer,2010,2010 - 12,19.88
818,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2010,2010 - 12,24.80158551057
820,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2011,2011 - 13,26.490427326584506
821,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Croydon CCG,Outer,2011,2011 - 13,34.75
822,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Hammersmith And Fulham CCG,Outer,2011,2011 - 13,32.083831486017296
823,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Harrow CCG,Outer,2011,2011 - 13,25.761081193927
824,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Herts Valleys CCG,Outer,2011,2011 - 13,27.6440717579672
825,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Kingston CCG,Outer,2011,2011 - 13,24.74
826,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Merton CCG,Outer,2011,2011 - 13,28.38
827,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Oxfordshire CCG,Outer,2011,2011 - 13,26.082043995822396
828,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Richmond CCG,Outer,2011,2011 - 13,23.34
829,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Surrey Heath CCG,Outer,2011,2011 - 13,24.5376385401661
830,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Sutton CCG,Outer,2011,2011 - 13,29.82
831,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Wandsworth CCG,Outer,2011,2011 - 13,32.24
832,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Guildford and Waverley CCG,Outer,2011,2011 - 13,20.87
833,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Berkshire West CCG,Outer,2011,2011 - 13,25.2541688656899
835,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Brent CCG,Outer,2012,2012 - 14,27.602757471114398
836,Under 75 mortality rate from respiratory disease,Under 75 Resp Disease,NHS Croydon CCG,Outer,2012,2012 - 14,35.29
